ID,SyntacticCategory,GroupName,RulesName,Status,Comment,CommentFonts,InputStructures,OutputStructures,TriggerWord,NameFonts,SourceLanguage,References,SSDS,UserDefinedInsertions,IgnorePhrasalEmbedding,IgnoreClausalEmbedding,IncludePreviousVerse,ContinueExecution,GrammarTopics
4341,1,Complex Object Insertion Rules - Group 2,"  ""tomb"" a place where people put a dead body -> tomb",1,  Luke 24:5  -*-  Luke 24:5  This structure is necessary if the user activated the complex concept insertion rule for 'corpse'.-*-,"13,13-*-13,13-*-","{~|c-(~|n-Acave,Ahole,Aplace~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,Aperson~|N-)~|(~|v-Aput~|V-)~|(~|n-,P,,,,,,,,,,,,(~|j-Adead~|A-)~|Abody~|N-)~|]~|)~|}~|-*-{~|c-(~|n-Acave,Ahole,Aplace~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,Aperson~|N-)~|(~|v-Aput~|V-)~|(~|n-,P,,,,,,,,,,,,Acorpse~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Atomb~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Acave,Ahole,Aplace~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Aput~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0(~|j-^~|Delete~|0Adead~|A-^~|Delete~|0)~|^~|Delete~|0Abody~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0Atomb~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Acave,Ahole,Aplace~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Aput~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Acorpse~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,000-*-000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Atomb
4343,1,Complex Object Insertion Rules - Group 2,"  ""tomb/grave"" place where people bury a dead body",1,  1 Samuel 2:6  -*-  1 Samuel 2:6  -*-,"16,16-*-16,16-*-","{~|c-(~|n-Aplace~|N-[~|c-(~|n-,A,,,,,,,,,,,,Aperson~|N-)~|(~|v-Abury~|V-)~|(~|n-,P,,,,,,,,,,,,(~|j-Adead~|A-)~|Abody~|N-)~|]~|)~|}~|-*-{~|c-(~|n-Aplace~|N-[~|c-(~|n-,A,,,,,,,,,,,,Aperson~|N-)~|(~|v-Abury~|V-)~|(~|n-,P,,,,,,,,,,,,Acorpse~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Atomb~|N-S,D,A,n,K,3,N,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,~|Insert~|1Aplace~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Abury~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0(~|j-^~|Delete~|0Adead~|A-^~|Delete~|0)~|^~|Delete~|0Abody~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0Atomb~|N-S,D,A,n,K,3,N,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,~|Insert~|1Aplace~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Abury~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Acorpse~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,"|4,9,2,6^4,42,24,5^",000-*-000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Atomb
4344,1,Complex Object Insertion Rules - Group 2,"  ""torch"" wood that is burning in order to make light",1,  -*-,-*-,"{~|c-(~|n-,,,,,,,,,,,,,Awood~|N-[~|c-(~|n-,A,Awood~|N-)~|(~|v-Bburn~|V-)~|[~|c-Ain-order-to~|P-(~|n-,A,Awood~|N-)~|(~|v-Cmake~|V-)~|(~|n-,P,Alight~|N-)~|]~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Atorch~|N-S,D,A,n,K,3,N,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Awood~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,A,^~|Delete~|0Awood~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Bburn~|V-^~|Delete~|0)~|^~|Delete~|0[~|c-^~|Delete~|0Ain-order-to~|P-^~|Delete~|0(~|n-,A,^~|Delete~|0Awood~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Cmake~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0Alight~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Awood,",,2,"|4,7,7,16^4,7,7,20^",0000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Atorch
4345,2,Complex Event Insertion Rules,"  ""to repent"" change your thoughts and actions so that your thoughts and actions please God",1,  Luke 13:3  -*-,"13,13-*-","{~|c-(~|v-Dchange~|V-)~|(~|n-,P,,,,,,,,,,,,Athought~|N-)~|(~|n-,P,,,,,,,,,,,,Band~|C-Aaction~|N-)~|[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aso,Cso~|P-(~|n-,A,,,,,,,,,,,,Athought~|N-)~|(~|n-,A,,,,,,,,,,,,Band~|C-Aaction~|N-)~|(~|v-Aplease~|V-)~|(~|n-,P,,,,,,,,,,,,AGod~|N-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Arepent~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,Target Tense & Form,Target Aspect,Target Mood,Type of Auxiliary,~|Insert~|1Dchange~|V-^~|Delete~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Athought~|N-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Band~|C-^~|Delete~|0Aaction~|N-^~|Delete~|0)~|^~|Delete~|0[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0Aso,Cso~|P-^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Athought~|N-^~|Delete~|0)~|^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Band~|C-^~|Delete~|0Aaction~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Aplease~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0AGod~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0}~|^~|-1~|0-*-",,,2,"|4,42,11,32^4,42,13,3^4,42,13,5^4,42,15,7^4,42,15,10^4,42,16,30^4,42,16,31^4,42,17,3^4,42,17,4^4,42,24,47^",00000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Arepent
4346,1,Complex Object Insertion Rules - Group 2,"  ""trap"" a device that people use to catch animals",1,  Luke 21:34  -*-,"14,14-*-","{~|c-(~|n-Adevice~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,Aperson~|N-)~|(~|v-Ause~|V-)~|(~|n-,P,,,,,,,,,,,,Adevice~|N-)~|[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain-order-to~|P-(~|n-,A,,,,,,,,,,,,Aperson~|N-)~|(~|v-Ccatch~|V-)~|(~|n-,P,,,,,,,,,,,,Aanimal~|N-)~|]~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Atrap~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Adevice~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Ause~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Adevice~|N-^~|Delete~|0)~|^~|Delete~|0[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0Ain-order-to~|P-^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Ccatch~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Aanimal~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,"|4,42,21,34^",00000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Atrap
4350,1,Complex Object Insertion Rules - Group 2,"  ""treasurer"" person who manages the king's money",1,  Daniel 3:2  -*-,"14,14-*-","{~|c-(~|n-,,,,,,,,,,,,,Aperson~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,Aperson~|N-)~|(~|v-Amanage~|V-)~|(~|n-,P,Amoney~|N-(~|n-A-Owner~|P-Aking~|N-)~|)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Aperson~|N-^~|Delete~|0Atreasurer~|N-S,D,A,n,K,3,N,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Amanage~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0Amoney~|N-^~|Delete~|0(~|n-^~|Delete~|0A-Owner~|P-^~|Delete~|0Aking~|N-^~|Delete~|0)~|^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aperson,",,2,,0000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Atreasurer
4251,1,Complex Object Insertion Rules - Group 2,"  ""princess"" a king's daughter",1,"  If the word 'king' is modified, we don't want this rule to apply.  Dan. 11:6 The daughter of the king of the south ...-*-","80,120-*-","{~|c-(~|n-,,,,,,,,,,,,,Adaughter~|N-(~|n-,N,A-Kinship~|P-Aking~|N-*(~|n-*)~|)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Aprincess~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Adaughter~|N-^~|Delete~|0(~|n-,N,^~|Delete~|0A-Kinship~|P-^~|Delete~|0Aking~|N-^~|Delete~|0*(~|n-^~|-1~|0*)~|^~|-1~|0)~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Adaughter,",,2,"6,9,1,6^4,9,18,25^|4,2,2,5^4,2,2,6^4,2,2,7^4,2,2,8^4,2,2,9^4,2,2,10^4,9,17,25^4,10,13,18^",00-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Aprincess
4252,2,Complex Event Insertion Rules,"  ""to obey-A"" X do all the things that law/command says -> X obeys the law/command",1,  Esther 3:3  Why do you not do all the things that the command says?-*-,-*-,"{~|c-(~|v-Ado~|V-)~|(~|n-,P,,,,,,,,,,,,(~|j-Aall~|A-)~|Bthing~|N-[~|c-(~|n-,A,,,,,,,,,,,,Acommand,Acommandment,Alaw,Blaw,Amessage,Atruth~|N-)~|(~|v-Dsay~|V-)~|(~|n-,P,,,,,,,,,,,,Bthing~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Ado~|V-^~|Delete~|0Aobey~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0(~|j-^~|Delete~|0Aall~|A-^~|Delete~|0)~|^~|Delete~|0Bthing~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Acommand,Acommandment,Alaw,Blaw,Amessage,Atruth~|N-^~|-1~|0)~|^~|-1~|0(~|v-^~|Delete~|0Dsay~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Bthing~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-","Ado,",,2,"|4,17,3,3^4,17,3,8^4,27,3,11^4,27,3,29^4,27,6,5^4,27,6,8^4,27,6,12^4,27,6,13^4,27,6,15^4,27,9,4^4,27,9,5^4,27,9,10^4,27,9,11^4,27,9,13^4,42,1,6^4,42,2,27^4,42,2,39^4,42,8,14^4,42,8,15^4,42,8,21^",000-*-,,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Aobey
4253,1,Complex Object Insertion Rules - Group 2,"  ""prophet"" person that tells God's messages to people",1,  Bible Stories 24:3  -*-  1 Thess. 2:15 Those Jews also killed the prophets.  Note that the Destination NP in the relative clause might contain a noun other than 'people' as in Luke 13:34 which has 'Jerusalem' as the Destination NP.-*-  Bible Stories 26:5  -*-  Mark 13:22  false prophets-*-,"22,22-*-17,52-*-22,22-*-14,28-*-","{~|c-(~|n-,A,,,,,,,,,,,,~|N-)~|(~|v-Dtell~|V-)~|(~|n-,P,,,,,,,,,,,,(~|n-AGod,ALord~|N-A-Generic Genitive~|P-)~|&(~|j-&)~|Amessage~|N-)~|(~|n-,d,,,,,,,,,,,,)~|}~|-*-{~|c-(~|n-Aperson,Aman~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Dtell~|V-)~|(~|n-,P,,,,,,,,,,,,(~|n-AGod,ALord,AYahweh~|N-A-Generic Genitive~|P-)~|&(~|j-&)~|Amessage~|N-)~|(~|n-,d,,,,,,,,,,,,)~|]~|)~|}~|-*-{~|c-(~|n-~|N-[~|c-t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Dtell~|V-)~|(~|n-,P,,,,,,,,,,,,(~|n-AGod,ALord~|N-A-Generic Genitive~|P-)~|&(~|j-&)~|Amessage~|N-)~|(~|n-,d,,,,,,,,,,,,)~|]~|)~|}~|-*-{~|c-(~|n-,,,,,,,,,,,,,Aperson~|N-[~|c-(~|n-,A,Aperson~|N-)~|(~|v-Dtell~|V-)~|(~|n-,P,(~|j-Afalse~|A-)~|Amessage~|N-[~|c-(~|n-,A,Amessage~|N-)~|(~|v-(Tbe)~|V-,,,,N,,,,,,,,,,,,,)~|(~|n-,S,AGod~|N-)~|]~|)~|(~|n-,d,)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Dtell~|V-^~|Delete~|0Lbe~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0(~|n-^~|-1~|0AGod,ALord~|N-^~|~|0A-Generic Genitive~|P-^~|~|0)~|^~|-1~|0&(~|j-^~|Delete~|0&)~|^~|Delete~|0Amessage~|N-^~|Delete~|0Aprophet~|N-S,G,A,n,K,3,N,N,,,,,,,,,,,,,^2|Number,~|Insert~|1)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0Aprophet~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,~|Insert~|1Aperson,Aman~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Dtell~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0(~|n-^~|Delete~|0AGod,ALord,AYahweh~|N-^~|Delete~|0A-Generic Genitive~|P-^~|Delete~|0)~|^~|Delete~|0&(~|j-^~|Delete~|0&)~|^~|Delete~|0Amessage~|N-^~|Delete~|0)~|^~|Delete~|0(~|n-,d,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0~|N-^~|~|0[~|c-t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Lbe~|V-P,U,I,N,A,N,^8|Time,Aspect,Mood,Polarity,Target Tense & Form,Target Aspect,Target Mood,~|Insert~|1Dtell~|V-^~|Delete~|0)~|^~|-1~|0(~|n-S,S,N,N,N,,,,,,,,,^~|-1~|1Aprophet~|N-S,I,A,n,K,3,N,N,,,,,,,,,,,,,^5|Number,~|Insert~|1)~|^~|-1~|1(~|n-,P,,,,,,,,,,,,^~|Delete~|0(~|n-^~|Delete~|0AGod,ALord~|N-^~|Delete~|0A-Generic Genitive~|P-^~|Delete~|0)~|^~|Delete~|0&(~|j-^~|Delete~|0&)~|^~|Delete~|0Amessage~|N-^~|Delete~|0)~|^~|Delete~|0(~|n-,d,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0]~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0(~|j-S,A,^~|-1~|1Bfalse~|A-N,^~|Insert~|1)~|^~|-1~|1Aprophet~|N-S,D,A,n,K,3,N,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,~|Insert~|1Aperson~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,A,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Dtell~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0(~|j-^~|Delete~|0Afalse~|A-^~|Delete~|0)~|^~|Delete~|0Amessage~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,A,^~|Delete~|0Amessage~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0(Tbe)~|V-,,,,N,,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0(~|n-,S,^~|Delete~|0AGod~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|Delete~|0(~|n-,d,^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,"4,49,3,1^4,49,4,11^4,49,6,15^4,49,6,20^4,51,1,23^4,52,2,2^4,52,2,3^4,52,2,4^4,52,2,8^4,52,2,9^4,52,2,13^4,53,2,14^4,57,1,13^4,9,19,20^4,9,19,21^4,9,19,23^4,9,19,24^3,67,15,6^4,41,2,2^|4,9,9,6^4,9,9,9^4,42,13,28^4,42,13,33^4,42,13,34^4,42,20,6^4,42,24,25^",000-*-1100-*-1100-*-11000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Aprophet
4272,2,Complex Event Insertion Rules,"  ""to rape"" X forces Y to have sex with X",1,  Genesis 34:1-*-,-*-,"{~|c-(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Aforce~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Asex~|V-)~|(~|n-,P,,,,,,,,,,,,.~|N-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Arape~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1Aforce~|V-^~|Delete~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0.~|N-^~|-1~|0)~|^~|-1~|0(~|v-^~|Delete~|0Asex~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0}~|^~|-1~|0-*-",,,2,"|4,1,34,1^4,1,34,2^4,1,34,5^4,1,34,7^4,1,34,13^4,1,34,27^4,7,19,25^4,7,20,5^4,10,13,1^4,10,13,12^4,10,13,14^4,10,13,20^4,10,13,32^",101-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Arape
4356,2,Complex Event Insertion Rules,"  ""to reward"" X gives many good things to Y -> X rewards Y",1,  Discourse 1:11  Saul gave many good things to David. -> Saul rewarded David.-*-,-*-,"{~|c-(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Agive~|V-)~|(~|n-,P,,,,,,,,,,,,(~|j-Amuch-many~|A-)~|(~|j-Agood~|A-)~|Athing~|N-)~|(~|n-,d,,,,,,,,,,,,.~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Areward~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1Agive~|V-^~|Delete~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0(~|j-^~|Delete~|0Amuch-many~|A-^~|Delete~|0)~|^~|Delete~|0(~|j-^~|Delete~|0Agood~|A-^~|Delete~|0)~|^~|Delete~|0Athing~|N-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Agive,",,2,,000-*-,,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Areward
4256,2,Complex Object Insertion Rules - Group 2,"  ""prostitute"" woman that sexes men for money -> prostitute",1,  Luke 7:37  Then a woman that sexed men often came to the Pharisee's house.-*-,-*-,"{~|c-(~|n-Awoman~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,Awoman~|N-)~|(~|v-Asex~|V-)~|(~|n-,P,Aman~|N-P,,,,,,,,,,,,,,,,,,,,,)~|(~|n-Amoney~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Awoman~|N-^~|Delete~|0Aprostitute~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1[~|c-T,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,p,^~|Delete~|0Awoman~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Asex~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0Aman~|N-P,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0(~|n-^~|Delete~|0Amoney~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Asex,",,2,"|4,7,11,1^4,7,11,2^4,7,16,1^4,42,7,37^4,42,15,30^",0000-*-,,No,No,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Aprostitute
