ID,SyntacticCategory,GroupName,RulesName,Status,Comment,CommentFonts,InputStructures,OutputStructures,TriggerWord,NameFonts,SourceLanguage,References,SSDS,UserDefinedInsertions,IgnorePhrasalEmbedding,IgnoreClausalEmbedding,IncludePreviousVerse,ContinueExecution,GrammarTopics,Unnecessary
475,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for comb-A,0,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Acomb~|V-)~|(~|n-,P,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acomb~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Acomb,",,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,1
476,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for combine-A,1,  Daniel 2:43 Iron does not combine with clay.-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Acombine~|V-)~|(~|n-,P,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acombine~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Insert~|P-^~|10~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Acombine,",,2,"4,27,2,43^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
477,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for come-A,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Acome~|V-)~|&(~|n-,s,,,,,,,,,,,,&)~|&(~|n-,d,,,,,,,,,,,,&)~|&(~|n-,I,,,,,,,,,,,,&)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acome~|V-^~|~|0)~|^~|-1~|0&(~|n-,s,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|9~|1&)~|^~|-1~|0&(~|n-,d,,,,,,,,,,o,Q,^~|-1~|0Insert~|P-^~|6~|1&)~|^~|-1~|0&(~|n-,I,,,,,,,,,,b,Q,^~|-1~|0Insert~|P-^~|10~|1&)~|^~|-1~|0}~|^~|-1~|0-*-","Acome,",,2,"6,9,1,3^4,1,2,6^4,1,6,20^4,1,7,8^4,1,7,15^4,1,11,5^4,1,12,6^4,1,14,13^4,1,16,7^4,1,16,8^4,1,17,1^4,1,18,1^4,1,19,2^4,1,19,3^4,1,19,4^4,1,19,5^4,1,19,8^4,1,21,22^4,1,24,8^4,1,24,13^4,1,24,14^4,1,24,31^4,1,24,33^4,1,24,42^4,1,24,43^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
480,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for come-up-A,1,  1 Samuel 14:10  Come up to us.-*-,"18,32-*-","{~|c-(~|n-,A,)~|(~|v-Acome-up~|V-)~|(~|n-,d,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acome-up~|V-^~|~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|6~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Acome-up,",,2,,-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
481,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for comfort-A,0,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Acomfort~|V-)~|(~|n-,P,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acomfort~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Acomfort,",,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,1
482,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for command-A,1,  Built by TBTA-*-  Mark 9:25  I command you to come out from this boy and to never enter him again.-*-  Gen. 34:14 God commanded us and our servants to be circumcised.-*-,"-*-13,82-*-14,65-*-","{~|c-(~|n-,A,)~|(~|v-Acommand~|V-)~|(~|n-,P,)~|&(~|n-,I,,,,,,,,,,,,&)~|[~|c-P,(~|n-,A,.~|N-)~|(~|v-.~|V-)~|]~|}~|-*-{~|c-(~|n-,A,)~|(~|v-Acommand~|V-)~|(~|n-,P,)~|&(~|n-,I,,,,,,,,,,,,&)~|[~|c-P,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,(~|n-,A,.~|N-)~|(~|v-.~|V-)~|]~|[~|c-P,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-.~|V-)~|]~|}~|-*-{~|c-(~|n-,A,)~|(~|v-Acommand~|V-)~|(~|n-SF,P,,,,,,,,,,,,.~|N-)~|&(~|n-LC,P,,,,,,,,,,,,&)~|&(~|n-,I,,,,,,,,,,,,&)~|[~|c-P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,.~|N-)~|(~|v-.~|V-)~|(~|n-SF,P,,,,,,,,,,,,.~|N-)~|&(~|n-LC,P,,,,,,,,,,,,&.~|N-&)~|]~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acommand~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0&(~|n-,I,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|10~|1&)~|^~|-1~|0[~|c-P,^~|-1~|0(~|n-,A,^~|-1~|0.~|N-,,,,,,B,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,,,t,,,,,,,,,,^~|~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acommand~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0&(~|n-,I,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|10~|1&)~|^~|-1~|0[~|c-P,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,^~|-1~|0.~|N-,,,,,,B,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,,,t,,,,,,,,,,^~|~|0)~|^~|-1~|0]~|^~|-1~|0[~|c-P,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0.~|N-,,,,,,B,,,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,,,t,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acommand~|V-^~|~|0)~|^~|-1~|0(~|n-SF,P,,,,,,,,,,,,^~|-1~|0.~|N-^~|-1~|0)~|^~|-1~|0&(~|n-LC,P,,,,,,,,,,,,^~|-1~|0&)~|^~|-1~|0&(~|n-,I,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|10~|1&)~|^~|-1~|0[~|c-P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,,,t,,,,,,,,,,^~|~|0)~|^~|-1~|0(~|n-SF,P,,,,,,,,,,,,^~|-1~|0.~|N-,,,,,,B,,,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0&(~|n-LC,P,,,,,,,,,,,,^~|-1~|0&.~|N-,,,,,,B,,,,,,,,,,,,,,^~|-1~|0&)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Acommand,",,2,,0-*-00-*-1010-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
483,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for command-B,0,  TBTA: Theta grid info not yet generated for this event.-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Bcommand~|V-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Bcommand~|V-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Bcommand,",,2,,-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,1
484,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for commit-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Acommit~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Acommit~|V-)~|}~|",Acommit,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
485,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for communicate-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Acommunicate~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Acommunicate~|V-)~|}~|",Acommunicate,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
486,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for compare-A,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Acompare~|V-)~|(~|n-,P,)~|(~|n-,d,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acompare~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|10~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Acompare,",,2,"4,27,1,13^4,42,13,18^4,42,13,20^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
487,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for compete-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Acompete~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Acompete~|V-)~|}~|",Acompete,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
488,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for complain-A,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Acomplain~|V-)~|&(~|n-,P,,,,,,,,,,,,&)~|&(~|n-,d,,,,,,,,,,,,&)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acomplain~|V-^~|~|0)~|^~|-1~|0&(~|n-,P,,,,,,,,,,o,Q,^~|-1~|0Insert~|P-^~|5~|1&)~|^~|-1~|0&(~|n-,d,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|6~|1&)~|^~|-1~|0}~|^~|-1~|0-*-","Acomplain,",,2,"4,1,18,20^4,1,19,13^4,1,21,25^4,2,15,22^4,2,15,24^4,2,16,2^4,2,16,7^4,2,16,8^4,2,16,9^4,2,16,12^4,2,17,2^4,2,17,3^4,6,9,18^4,7,21,22^4,42,5,30^4,42,15,2^4,42,19,7^4,50,2,14^3,67,16,5^3,67,70,7^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
489,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for complete-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Acomplete~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Acomplete~|V-)~|}~|",Acomplete,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
490,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for conceive-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Aconceive~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Aconceive~|V-)~|}~|",Aconceive,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
491,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for concentrate-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Aconcentrate~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Aconcentrate~|V-)~|}~|",Aconcentrate,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
492,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for concern-A,1,  Philippians 4:10  You were concerned about me.-*-  Imperfective Aspect Philippians 4:10  You are concerned about me.-*-,"20,48-*-40,67-*-","{~|c-(~|n-,A,)~|(~|v-Aconcern~|V-)~|(~|n-,P,,,,,,,,,,,,)~|}~|-*-{~|c-(~|n-,A,)~|(~|v-Aconcern~|V-,,,,,,,I,,,,,,,,,,)~|(~|n-,P,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Aconcern~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|5~|1)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Aconcern~|V-,,,,,,,.,,,,,,,,,,^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|5~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Aconcern,",,2,,-*--*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
494,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for confess-A,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Aconfess~|V-)~|(~|n-,P,)~|(~|n-,d,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Aconfess~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|6~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Aconfess,",,2,"4,27,9,4^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
495,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for confess-B,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Bconfess~|V-)~|&(~|n-,d,,,,,,,,,,,,&)~|[~|c-P,(~|n-,A,.~|N-)~|(~|v-.~|V-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Bconfess~|V-^~|~|0)~|^~|-1~|0&(~|n-,d,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|6~|1&)~|^~|-1~|0[~|c-P,^~|-1~|0Insert~|&Complementizer^~|that~|1(~|n-,A,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-^~|~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Bconfess,",,2,"4,27,9,20^3,67,63,16^|",0-*-,&Complementizer~!~105~!~that,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
496,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for confuse-A,0,  TBTA: Theta grid info not yet generated for this event.-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Aconfuse~|V-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Aconfuse~|V-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aconfuse,",,2,,-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,1
497,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for connect-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Aconnect~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Aconnect~|V-)~|}~|",Aconnect,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
498,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for consecrate-A,1,  Joshua 7:13  Consecrate yourselves for Yahweh.-*-,"15,48-*-","{~|c-(~|n-,A,)~|(~|v-Aconsecrate~|V-)~|(~|n-,P,,,,,,,,,,,,)~|(~|n-,B,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Aconsecrate~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|n-,B,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|11~|1)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
499,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for consider-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Aconsider~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Aconsider~|V-)~|}~|",Aconsider,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
500,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for consist-A,1,  Luke 12:15  Life does not consist of the things that you own.-*-,"15,63-*-","{~|c-(~|n-,A,)~|(~|v-Aconsist~|V-)~|(~|n-,P,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Aconsist~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Insert~|P-^~|3~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Aconsist,",,2,"4,49,4,3^4,51,3,15^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
501,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for consult-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Aconsult~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Aconsult~|V-)~|}~|",Aconsult,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
502,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for contact-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Acontact~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Acontact~|V-)~|}~|",Acontact,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
503,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for contain-A,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Acontain~|V-)~|(~|n-,P,)~|&(~|n-SF,B,,,,,,,,,,,,&)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acontain~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0&(~|n-SF,B,,,,,,,,,,,,^~|-1~|0Insert~|P-^~|11~|1&)~|^~|-1~|0}~|^~|-1~|0-*-","Acontain,",,2,"4,1,9,4^4,1,14,10^4,1,15,17^4,1,19,3^4,1,21,14^4,1,40,16^4,1,42,26^4,2,12,22^4,2,12,34^4,2,16,3^4,2,16,34^4,2,23,18^4,2,24,8^4,2,25,31^4,6,9,4^4,6,9,13^4,7,13,4^4,7,13,7^4,7,13,14^4,34,2,8^4,42,5,37^4,42,12,33^4,42,22,10^|",,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
504,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for continue-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Acontinue~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Acontinue~|V-)~|}~|",Acontinue,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
506,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for convince-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Aconvince~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Aconvince~|V-)~|}~|",Aconvince,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
507,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for cook-A,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Acook~|V-)~|(~|n-,P,)~|&(~|n-,I,,,,,,,,,,,,&)~|&(~|n-,B,&)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acook~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0&(~|n-,I,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|10~|1&)~|^~|-1~|0&(~|n-,B,,,,,,,,,,o,Q,^~|-1~|0Insert~|P-^~|11~|1&)~|^~|-1~|0}~|^~|-1~|0-*-","Acook,",,2,"4,1,18,7^4,1,18,8^4,1,25,29^4,1,27,4^4,1,27,7^4,1,27,9^4,1,27,14^4,1,27,31^4,2,23,19^4,7,6,19^4,7,13,15^4,42,24,42^7,3,5,3^7,3,5,5^7,2,1,15^7,2,2,14^3,67,10,2^3,67,24,13^3,67,24,14^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
508,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for cope-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Acope~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Acope~|V-)~|}~|",Acope,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
509,2,Theta Grid Adjustments for Events clean-A through dig-A,Theta Grid Adjustment for copy-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Acopy~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Acopy~|V-)~|}~|",Acopy,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
510,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for cough-A,0,  TBTA: Theta grid info not yet generated for this event.-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Acough~|V-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acough~|V-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Acough,",,2,,-*-,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,1
511,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for count-A,0,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Acount~|V-)~|(~|n-,P,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acount~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Acount,",,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,1
512,2,Theta Grid Adjustments for Events clean-A through dig-A,  Theta Grid Adjustment for cover-A,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Acover~|V-)~|(~|n-,P,)~|&(~|n-,I,&)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acover~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0&(~|n-,I,^~|-1~|0Insert~|P-^~|10~|1&)~|^~|-1~|0}~|^~|-1~|0-*-","Acover,",,2,"4,1,3,7^4,1,7,19^4,1,8,7^4,1,8,8^4,1,9,23^4,1,24,65^4,1,29,2^4,1,38,14^4,1,38,15^4,1,38,19^4,2,3,6^4,2,10,14^4,2,21,33^4,8,3,9^4,34,3,5^4,42,22,64^4,42,23,30^4,49,6,14^3,67,6,8^3,67,16,22^|",,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
